form_id,date_start,date_end,location_id,location_name,country_name,emergency_post_emergency,number_of_persons_per_usable_handpump_well_spring,number_of_persons_per_usable_water_tap,average_number_liters_of_potable_water_available_per_person_per_day,percent_water_quality_tests_at_non_chlorinated_water_collection_locations_with_0_cfu_100ml,percent_of_water_quality_tests_at_chlorinated_collection_locations_with_frc_in_the_range_0_2_2mg_l_and_turbidity_5ntu5,percent_households_with_household_toilet_latrine_monthly,number_of_persons_per_toilet_latrine,number_of_persons_per_bath_shelter_shower,number_of_persons_per_hygiene_promoter,refugee_population,reporting_period_monthly_indicator,average_number_l_p_d_of_potable_water_collected_at_household_level,percent_households_with_at_least_10_liters_person_potable_water_storage_capacity,percent_households_collecting_drinking_water_from_protected_treated_sources,percent_of_women_of_reproductive_age_who_are_satisfied_with_menstrual_hygiene_management_materials_and_facilities,percent_households_with_household_toilet_latrine,percent_households_reporting_defecating_in_a_toilet,percent_households_with_access_to_soap,percent_households_with_access_to_solid_waste_disposal_facility,reporting_period_annual_indicator
54419087,2024-04-29,2024-06-02,631,Mahama,Rwanda,Post-emergency,NA,82,20,100,100,0,19,19,616,63484,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54416333,2024-04-29,2024-06-02,630,Mugombwa,Rwanda,Post-emergency,NA,75,24,NA,100,0,26,37,NA,11878,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418710,2024-04-29,2024-06-02,628,Nyabiheke,Rwanda,Post-emergency,NA,75,15,NA,100,0,16,40,321,11882,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54416043,2024-04-29,2024-06-02,561,Abuda,Sudan,Post-emergency,NA,66,55,NA,NA,60,6,NA,NA,3560,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418503,2024-04-29,2024-06-02,4287,Al Jameya,Sudan,Post-emergency,NA,257,12,NA,70,18,24,NA,1805,28882,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418546,2024-04-29,2024-06-02,3884,Al Kashafa,Sudan,Post-emergency,NA,198,9,NA,87,20,23,NA,NA,20357,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418552,2024-04-29,2024-06-02,3921,Al Redis 1,Sudan,Post-emergency,NA,216,14,NA,73,21,19,NA,954,15266,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418532,2024-04-29,2024-06-02,3922,Al Redis 2,Sudan,Post-emergency,NA,228,7,NA,73,7,48,NA,2503,40048,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418496,2024-04-29,2024-06-02,3923,Alagaya,Sudan,Post-emergency,NA,310,7,NA,78,3,112,NA,3864,61827,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415797,2024-04-29,2024-06-02,4706,Babikir,Sudan,Post-emergency,NA,66,19,NA,NA,36,10,10,1587,3174,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418487,2024-04-29,2024-06-02,3924,Dabat Bosin,Sudan,Post-emergency,NA,425,6,NA,67,4,79,NA,NA,28802,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54416044,2024-04-29,2024-06-02,563,Girba,Sudan,Post-emergency,NA,214,34,NA,NA,45,9,NA,NA,6409,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418540,2024-04-29,2024-06-02,3920,Jouri,Sudan,Post-emergency,NA,229,10,NA,86,11,33,NA,NA,14620,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418510,2024-04-29,2024-06-02,4286,Khor Alwarel,Sudan,Post-emergency,NA,289,9,NA,69,0,197,NA,3447,55164,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54416045,2024-04-29,2024-06-02,564,Kilo 26,Sudan,Post-emergency,NA,328,44,NA,NA,50,8,NA,NA,9848,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54416049,2024-04-29,2024-06-02,565,Shagarab I,Sudan,Post-emergency,NA,565,13,NA,NA,7,33,NA,NA,50812,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415788,2024-04-29,2024-06-02,4720,Tunaydba,Sudan,Post-emergency,NA,47,31,NA,56,16,8,10,539,23746,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415796,2024-04-29,2024-06-02,567,Um Gargour,Sudan,Post-emergency,NA,228,25,NA,0,29,15,17,1232,14794,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415424,2024-04-29,2024-06-02,4719,Um Rakuba,Sudan,Post-emergency,NA,51,22,NA,61,12,9,8,339,17300,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418525,2024-04-29,2024-06-02,3925,Um Sangour,Sudan,Post-emergency,NA,NA,5,NA,67,6,70,NA,4254,68078,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54416052,2024-04-29,2024-06-02,568,Wad Sharife,Sudan,Post-emergency,NA,134,26,NA,NA,42,9,NA,NA,18488,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415632,2024-04-29,2024-06-02,516,Nyarugusu,Tanzania,Post-emergency,NA,103,25,NA,89,74,6,NA,1532,136397,19844,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414724,2024-04-01,2024-04-28,209,Lovua settlement,Angola,Post-emergency,NA,56,16,NA,NA,57,8,17,1034,6208,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415255,2024-04-01,2024-04-28,543,Bambasi,Ethiopia,Post-emergency,NA,141,23,NA,100,53,9,NA,1164,20956,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414008,2024-04-01,2024-04-28,532,Sheder,Ethiopia,Post-emergency,NA,1288,19,100,0,0,NA,8,723,14463,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415257,2024-04-01,2024-04-28,525,Sherkole,Ethiopia,Post-emergency,7855,168,18,NA,100,34,12,11,1249,16240,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415258,2024-04-01,2024-04-28,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,199,18,NA,100,31,14,14,2421,43579,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415085,2024-04-01,2024-04-28,445,Arbat,Iraq,Post-emergency,NA,NA,60,100,100,100,5,5,NA,9136,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415086,2024-04-01,2024-04-28,446,Basirma,Iraq,Post-emergency,NA,19,20,100,100,100,5,5,NA,9294,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415088,2024-04-01,2024-04-28,442,Kawergosk,Iraq,Post-emergency,NA,6,128,100,100,100,6,5,974,7795,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415089,2024-04-01,2024-04-28,444,Qushtapa,Iraq,Post-emergency,NA,7,108,100,100,100,6,6,95,8392,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415376,2024-04-01,2024-04-28,518,Dagahaley,Kenya,Post-emergency,NA,133,19,NA,90,53,9,NA,9310,111725,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415377,2024-04-01,2024-04-28,519,Hagadera,Kenya,Post-emergency,NA,176,15,NA,92,60,9,NA,12196,146356,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415378,2024-04-01,2024-04-28,520,Ifo,Kenya,Post-emergency,NA,89,15,NA,0,57,9,NA,8538,102459,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415379,2024-04-01,2024-04-28,5105,Ifo 2,Kenya,Post-emergency,NA,91,21,NA,NA,11,22,NA,3683,22099,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414681,2024-04-01,2024-04-28,313,Dzaleka,Malawi,Post-emergency,758,116,15,83,100,85,4,6,921,48855,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415949,2024-04-01,2024-04-28,696,Abala,Niger,Post-emergency,NA,171,11,NA,NA,17,21,45,1664,11650,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415990,2024-04-01,2024-04-28,472,Ayerou,Niger,Post-emergency,NA,250,10,NA,NA,0,600,1285,1285,9000,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415466,2024-04-01,2024-04-28,4889,Centre humanitaire Agadez,Niger,Emergency,NA,NA,22,NA,NA,0,46,92,NA,2686,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415467,2024-04-01,2024-04-28,4370,Chadakori,Niger,Post-emergency,NA,252,15,NA,NA,8,29,58,330,5282,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415468,2024-04-01,2024-04-28,4369,Dandaji Makao,Niger,Post-emergency,NA,418,16,NA,NA,8,27,48,261,4180,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415469,2024-04-01,2024-04-28,4371,Garin Kaka,Niger,Post-emergency,NA,210,18,NA,NA,13,20,54,183,2937,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415952,2024-04-01,2024-04-28,4382,Ouallam,Niger,Post-emergency,NA,98,16,NA,NA,28,15,101,NA,6500,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415470,2024-04-01,2024-04-28,3926,Sayam Forage,Niger,Post-emergency,NA,266,10,NA,NA,13,24,149,15587,31174,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414808,2024-04-01,2024-04-28,629,Kigeme,Rwanda,Post-emergency,NA,81,15,NA,100,0,34,42,815,14673,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418719,2024-04-01,2024-04-28,627,Kiziba,Rwanda,Post-emergency,NA,62,34,NA,100,0,21,59,323,14893,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54419086,2024-04-01,2024-04-28,631,Mahama,Rwanda,Post-emergency,NA,82,20,100,100,0,19,19,615,63392,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54416332,2024-04-01,2024-04-28,630,Mugombwa,Rwanda,Post-emergency,NA,75,23,NA,100,0,26,37,NA,11857,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418709,2024-04-01,2024-04-28,628,Nyabiheke,Rwanda,Post-emergency,NA,76,14,NA,97,0,16,40,323,11957,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414745,2024-04-01,2024-04-28,561,Abuda,Sudan,Post-emergency,NA,66,30,NA,NA,60,6,NA,NA,3560,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418502,2024-04-01,2024-04-28,4287,Al Jameya,Sudan,Post-emergency,NA,257,12,NA,97,18,24,NA,1805,28882,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418545,2024-04-01,2024-04-28,3884,Al Kashafa,Sudan,Post-emergency,NA,198,9,NA,91,20,23,NA,NA,20357,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418551,2024-04-01,2024-04-28,3921,Al Redis 1,Sudan,Post-emergency,NA,216,14,NA,94,21,19,NA,954,15266,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418531,2024-04-01,2024-04-28,3922,Al Redis 2,Sudan,Post-emergency,NA,228,7,NA,94,7,48,NA,2503,40048,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418495,2024-04-01,2024-04-28,3923,Alagaya,Sudan,Post-emergency,NA,296,5,NA,81,3,112,NA,3864,61827,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418488,2024-04-01,2024-04-28,3924,Dabat Bosin,Sudan,Post-emergency,NA,425,4,NA,67,0,154,162,1800,28802,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414746,2024-04-01,2024-04-28,563,Girba,Sudan,Post-emergency,NA,214,28,NA,NA,45,9,NA,NA,6409,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418539,2024-04-01,2024-04-28,3920,Jouri,Sudan,Post-emergency,NA,229,9,NA,89,11,33,NA,NA,14620,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418509,2024-04-01,2024-04-28,4286,Khor Alwarel,Sudan,Post-emergency,NA,289,9,NA,85,0,197,NA,3447,55164,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414747,2024-04-01,2024-04-28,564,Kilo 26,Sudan,Post-emergency,NA,328,32,NA,NA,50,8,NA,NA,9848,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414748,2024-04-01,2024-04-28,565,Shagarab I,Sudan,Post-emergency,NA,565,14,NA,NA,7,33,NA,NA,50812,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418524,2024-04-01,2024-04-28,3925,Um Sangour,Sudan,Post-emergency,NA,NA,6,NA,68,6,70,NA,4254,68078,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414751,2024-04-01,2024-04-28,568,Wad Sharife,Sudan,Post-emergency,NA,134,26,NA,NA,42,9,NA,NA,18488,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415631,2024-04-01,2024-04-28,516,Nyarugusu,Tanzania,Post-emergency,NA,106,19,NA,88,77,6,NA,1487,136850,19814,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414117,2024-03-04,2024-03-31,209,Lovua settlement,Angola,Post-emergency,NA,56,22,NA,NA,62,7,17,1235,6176,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413948,2024-03-04,2024-03-31,574,Bredjing,Chad,Post-emergency,NA,336,18,NA,100,57,10,NA,13306,53224,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413955,2024-03-04,2024-03-31,586,Treguine,Chad,Post-emergency,3646,166,6,NA,100,58,10,NA,4777,28664,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415250,2024-03-04,2024-03-31,543,Bambasi,Ethiopia,Post-emergency,NA,141,19,NA,100,53,9,NA,1162,20919,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413824,2024-03-04,2024-03-31,527,Fugnido,Ethiopia,Post-emergency,NA,103,16,NA,100,25,22,31,1921,51871,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413825,2024-03-04,2024-03-31,497,Fugnido 2,Ethiopia,Post-emergency,NA,NA,0,NA,97,36,15,35,1630,11412,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413705,2024-03-04,2024-03-31,450,Kule,Ethiopia,Post-emergency,NA,187,10,NA,100,22,24,34,2685,53716,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413612,2024-03-04,2024-03-31,4015,Nguenyyiel,Ethiopia,Post-emergency,NA,158,11,NA,100,26,17,17,2666,111996,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415251,2024-03-04,2024-03-31,525,Sherkole,Ethiopia,Post-emergency,7794,167,9,NA,100,34,11,11,1235,16056,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413704,2024-03-04,2024-03-31,546,Tierkidi,Ethiopia,Post-emergency,NA,259,12,NA,96,23,23,34,2434,73040,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415249,2024-03-04,2024-03-31,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,199,11,NA,100,31,14,14,2421,43579,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413920,2024-03-04,2024-03-31,445,Arbat,Iraq,Post-emergency,NA,NA,60,100,100,100,5,5,NA,9136,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413921,2024-03-04,2024-03-31,446,Basirma,Iraq,Post-emergency,NA,19,20,100,100,100,5,5,NA,9294,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413923,2024-03-04,2024-03-31,442,Kawergosk,Iraq,Post-emergency,NA,6,128,100,100,100,6,5,974,7795,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413924,2024-03-04,2024-03-31,444,Qushtapa,Iraq,Post-emergency,NA,7,108,100,100,100,6,6,95,8392,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413961,2024-03-04,2024-03-31,518,Dagahaley,Kenya,Post-emergency,NA,149,16,NA,92,49,10,NA,10482,125790,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413962,2024-03-04,2024-03-31,519,Hagadera,Kenya,Post-emergency,NA,158,17,NA,100,61,8,NA,10942,131312,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413963,2024-03-04,2024-03-31,520,Ifo,Kenya,Post-emergency,NA,86,20,NA,99,56,9,NA,8239,98875,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413964,2024-03-04,2024-03-31,5105,Ifo 2,Kenya,Post-emergency,NA,91,24,NA,NA,10,22,NA,3701,22206,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413655,2024-03-04,2024-03-31,313,Dzaleka,Malawi,Post-emergency,754,128,15,NA,NA,85,4,6,916,48575,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415941,2024-03-04,2024-03-31,696,Abala,Niger,Post-emergency,NA,171,11,NA,NA,17,21,45,1664,11650,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415947,2024-03-04,2024-03-31,472,Ayerou,Niger,Post-emergency,NA,222,10,NA,NA,0,533,1142,1142,8000,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413494,2024-03-04,2024-03-31,4889,Centre humanitaire Agadez,Niger,Emergency,NA,NA,21,NA,NA,0,47,94,NA,2642,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414112,2024-03-04,2024-03-31,4370,Chadakori,Niger,Post-emergency,NA,252,11,NA,NA,8,29,58,330,5282,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414113,2024-03-04,2024-03-31,4369,Dandaji Makao,Niger,Post-emergency,NA,418,16,NA,NA,8,27,48,261,4180,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414114,2024-03-04,2024-03-31,4371,Garin Kaka,Niger,Post-emergency,NA,210,22,NA,NA,13,20,54,183,2937,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415946,2024-03-04,2024-03-31,4382,Ouallam,Niger,Post-emergency,NA,98,18,NA,NA,28,15,100,NA,6457,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414115,2024-03-04,2024-03-31,3926,Sayam Forage,Niger,Post-emergency,NA,266,11,NA,NA,13,24,149,15587,31174,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413465,2024-03-04,2024-03-31,629,Kigeme,Rwanda,Post-emergency,NA,81,16,NA,100,0,34,42,815,14677,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414455,2024-03-04,2024-03-31,627,Kiziba,Rwanda,Post-emergency,NA,83,35,NA,100,0,22,60,324,14940,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413918,2024-03-04,2024-03-31,631,Mahama,Rwanda,Post-emergency,NA,82,20,100,100,0,19,18,496,63505,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413466,2024-03-04,2024-03-31,630,Mugombwa,Rwanda,Post-emergency,NA,75,21,NA,100,0,26,37,NA,11841,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414445,2024-03-04,2024-03-31,628,Nyabiheke,Rwanda,Post-emergency,NA,76,13,NA,100,0,17,40,324,12021,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414738,2024-03-04,2024-03-31,561,Abuda,Sudan,Post-emergency,NA,66,22,NA,NA,60,6,NA,NA,3560,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418501,2024-03-04,2024-03-31,4287,Al Jameya,Sudan,Post-emergency,NA,257,12,NA,97,18,24,NA,1805,28882,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418544,2024-03-04,2024-03-31,3884,Al Kashafa,Sudan,Post-emergency,NA,198,9,NA,94,20,23,NA,NA,20357,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418550,2024-03-04,2024-03-31,3921,Al Redis 1,Sudan,Post-emergency,NA,216,14,NA,98,21,19,NA,954,15266,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418530,2024-03-04,2024-03-31,3922,Al Redis 2,Sudan,Post-emergency,NA,228,7,NA,94,7,48,NA,2503,40048,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418494,2024-03-04,2024-03-31,3923,Alagaya,Sudan,Post-emergency,NA,310,5,NA,79,3,112,NA,3864,61827,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418489,2024-03-04,2024-03-31,3924,Dabat Bosin,Sudan,Post-emergency,NA,425,4,NA,80,4,79,NA,1800,28802,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414739,2024-03-04,2024-03-31,563,Girba,Sudan,Post-emergency,NA,214,29,NA,NA,45,9,NA,NA,6409,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418538,2024-03-04,2024-03-31,3920,Jouri,Sudan,Post-emergency,NA,70,31,NA,88,0,0,NA,NA,NA,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418508,2024-03-04,2024-03-31,4286,Khor Alwarel,Sudan,Post-emergency,NA,289,8,NA,82,0,197,NA,3447,55164,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414740,2024-03-04,2024-03-31,564,Kilo 26,Sudan,Post-emergency,NA,328,33,NA,NA,50,8,NA,NA,9848,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414741,2024-03-04,2024-03-31,565,Shagarab I,Sudan,Post-emergency,NA,565,13,NA,NA,7,33,NA,NA,50812,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54415422,2024-03-04,2024-03-31,4719,Um Rakuba,Sudan,Post-emergency,NA,53,22,NA,89,11,10,8,348,17795,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54418523,2024-03-04,2024-03-31,3925,Um Sangour,Sudan,Post-emergency,NA,NA,5,NA,74,6,70,NA,4254,68078,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414744,2024-03-04,2024-03-31,568,Wad Sharife,Sudan,Post-emergency,NA,134,24,NA,NA,42,9,NA,NA,18488,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413928,2024-03-04,2024-03-31,516,Nyarugusu,Tanzania,Post-emergency,NA,106,22,NA,87,74,6,NA,1416,137416,19783,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412144,2024-01-29,2024-03-03,209,Lovua settlement,Angola,Post-emergency,NA,55,28,NA,NA,62,7,17,1228,6141,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54411858,2024-01-29,2024-03-03,573,Amnabak,Chad,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413947,2024-01-29,2024-03-03,574,Bredjing,Chad,Post-emergency,NA,336,21,NA,100,57,10,NA,13306,53224,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413950,2024-01-29,2024-03-03,578,Gaga,Chad,Post-emergency,NA,223,10,NA,100,58,10,70,1947,35051,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412891,2024-01-29,2024-03-03,581,Iridimi,Chad,Post-emergency,NA,169,4,NA,98,12,31,227,3942,39420,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412895,2024-01-29,2024-03-03,582,Kounoungou,Chad,Post-emergency,NA,117,12,NA,100,24,18,320,2820,28203,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412896,2024-01-29,2024-03-03,583,Mile,Chad,Post-emergency,NA,237,6,NA,100,26,17,109,4257,42578,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412893,2024-01-29,2024-03-03,584,Oure Cassoni,Chad,Post-emergency,NA,271,10,NA,100,22,15,311,3893,38932,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412892,2024-01-29,2024-03-03,585,Touloum,Chad,Post-emergency,NA,181,8,NA,86,14,33,122,4293,42939,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413954,2024-01-29,2024-03-03,586,Treguine,Chad,Post-emergency,3646,166,6,NA,0,58,10,NA,4777,28664,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412748,2024-01-29,2024-03-03,543,Bambasi,Ethiopia,Post-emergency,NA,140,18,NA,100,53,9,NA,1157,20827,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412749,2024-01-29,2024-03-03,525,Sherkole,Ethiopia,Post-emergency,7768,166,11,NA,100,34,11,11,1229,15979,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412750,2024-01-29,2024-03-03,496,Tsore Camp (Assosa),Ethiopia,Post-emergency,NA,199,15,NA,100,31,14,14,2415,43476,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413255,2024-01-29,2024-03-03,445,Arbat,Iraq,Post-emergency,NA,NA,60,100,100,100,5,5,NA,9136,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413256,2024-01-29,2024-03-03,446,Basirma,Iraq,Post-emergency,NA,19,20,100,100,100,5,5,3098,9294,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413258,2024-01-29,2024-03-03,442,Kawergosk,Iraq,Post-emergency,NA,6,128,100,100,100,6,5,974,7795,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413259,2024-01-29,2024-03-03,444,Qushtapa,Iraq,Post-emergency,NA,7,108,100,100,100,6,6,95,8392,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412553,2024-01-29,2024-03-03,518,Dagahaley,Kenya,Post-emergency,NA,149,16,NA,97,49,10,NA,10482,125790,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412554,2024-01-29,2024-03-03,519,Hagadera,Kenya,Post-emergency,NA,158,16,NA,99,61,8,NA,10942,131312,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412555,2024-01-29,2024-03-03,520,Ifo,Kenya,Post-emergency,NA,86,19,NA,100,56,9,NA,8239,98875,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412556,2024-01-29,2024-03-03,5105,Ifo 2,Kenya,Post-emergency,NA,91,24,NA,NA,10,22,NA,3701,22206,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412273,2024-01-29,2024-03-03,313,Dzaleka,Malawi,Post-emergency,797,126,15,67,67,84,4,6,2418,48371,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412941,2024-01-29,2024-03-03,696,Abala,Niger,Post-emergency,NA,160,11,NA,NA,17,21,44,1642,11500,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413493,2024-01-29,2024-03-03,4889,Centre humanitaire Agadez,Niger,Emergency,NA,NA,22,NA,NA,0,46,92,NA,2599,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412547,2024-01-29,2024-03-03,4370,Chadakori,Niger,Post-emergency,NA,252,4,NA,NA,8,29,58,330,5282,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412548,2024-01-29,2024-03-03,4369,Dandaji Makao,Niger,Post-emergency,NA,418,6,NA,NA,8,27,48,261,4180,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54412549,2024-01-29,2024-03-03,4371,Garin Kaka,Niger,Post-emergency,NA,210,11,NA,NA,6,29,54,183,2937,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413491,2024-01-29,2024-03-03,3926,Sayam Forage,Niger,Post-emergency,NA,269,9,NA,100,13,24,149,15587,31174,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54413464,2024-01-29,2024-03-03,629,Kigeme,Rwanda,Post-emergency,NA,81,16,NA,100,0,34,42,817,14712,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
54414454,2024-01-29,2024-03-03,627,Kiziba,Rwanda,Post-emergency,NA,85,39,NA,100,0,22,61,333,15338,19754,NA,NA,NA,NA,NA,NA,NA,NA,NA
